time,mode,motor_current,accel_x,accel_y,accel_z,imu_magnitude,window_id
0.0,PATROL,2.0496714153011233,0.06055908933162815,0.010017960211832582,9.92407144114518,9.924261268818997,0
0.05,PATROL,2.0500131789818563,-0.042439917543133976,-0.0030655502819740624,9.82516033620577,9.82525247392405,0
0.1,PATROL,2.1891308391443203,0.13174094539966652,0.07158719911757219,9.804799077060101,9.80594540803134,0
0.15,PATROL,2.3308515721920275,0.20048216687556555,0.13426194227082044,9.774395819345932,9.777373522660607,0
0.2,PATROL,2.200533907596819,0.15351321078332492,0.12146585608455097,9.774074670539902,9.776034775171835,0
0.25,PATROL,2.235482979213923,0.29708997807776355,0.14466869153362008,9.803119631263542,9.8086872715083,0
0.3,PATROL,2.4405663114229035,0.10923364055388632,0.10564406385044905,9.928709664949992,9.929872520195154,0
0.35,PATROL,2.3721626411313275,0.09305593442903393,0.12516923143359773,9.956100487810165,9.957322113239279,0
0.4,PATROL,2.2514225737107934,0.06878436146316147,0.07800288151505523,9.841777746703375,9.842327212271105,0
0.45,PATROL,2.3476965781667523,0.3458903080356395,0.3375038075739827,9.99942635671447,10.011097661529226,0
0.5,PATROL,2.2368141787499853,0.290113381582113,0.10049094116869721,9.923674814343267,9.928423138860513,0
0.55,PATROL,2.22378503465686,0.24112503900933577,0.14210525229535495,9.966150668328437,9.970079956098173,0
0.6,PATROL,2.2821071702904625,0.2719041722126535,0.13273872201349496,10.056437246959566,10.06098810004386,0
0.65,PATROL,2.057078545230704,0.15946755832319776,0.2497952549932289,10.013514368216173,10.017898860242422,0
0.7,PATROL,2.071406671514202,0.4412319710515183,0.1382074246116273,9.941231248734955,9.951977978538745,0
0.75,PATROL,2.189462166284201,0.2481018236318066,0.24124072205120822,9.899186943919357,9.905233654565079,0
0.8,PATROL,2.152920591286937,0.2349583466848963,0.06367780051898517,9.816615133790144,9.819633036519924,0
0.85,PATROL,2.3003503299500383,0.2691433112873992,0.11311763292581353,9.893499989670758,9.897806613917286,0
0.9,PATROL,2.197659212678699,0.2311090492328844,-0.0050243653857910825,9.912909172086707,9.915604111244336,0
0.95,PATROL,2.1694387971075377,0.18904749842450272,0.20289882322991726,9.853451294260232,9.857353057362168,0
1.0,PATROL,2.4794346575954593,0.08370835663749336,-0.095007873522361,9.890292369818333,9.891102908447012,0
1.05,PATROL,2.3295381883782342,0.15815588709630846,-0.006501236189883949,9.886874164092784,9.888141194749426,0
1.1,PATROL,2.372238683713392,0.24259309788917216,-0.011101248400421669,9.851727323994217,9.854719981571966,0
1.15,PATROL,2.2279050818122452,0.16980607548361204,-0.0576941721517894,9.808303328225321,9.809942757185047,0
1.2,PATROL,2.3103470141485234,0.1587882385222279,-0.1323800631687113,9.838919265352649,9.841090920012123,0
1.25,PATROL,2.358579632386278,-0.040897254114494797,-0.15180701221598358,9.836516438974165,9.837772797161003,0
1.3,PATROL,2.2031046902993263,-0.11050169401176255,-0.15829848111666073,9.725776070318783,9.72769187441136,0
1.35,PATROL,2.315200683520308,-0.07223542539918561,-0.18996146496795266,9.857352459710048,9.859447288251362,0
1.4,PATROL,2.167328442172967,-0.0875731451880738,-0.11310097391543794,9.748866029160244,9.74991537094417,0
1.45,PATROL,2.1407340861803403,-0.03290309704775286,-0.02069582799171943,9.738867926261435,9.738945498166384,0
1.5,PATROL,2.047985286808292,-0.2823434834503038,-0.2445993428006267,9.764325077551524,9.771468206019344,0
1.55,PATROL,2.2306762535021893,-0.048772750925323086,-0.3071219064853538,9.721310901986508,9.72628337546042,0
1.6,PATROL,1.9837383840444656,-0.20526894258026648,-0.19727386712713113,9.751611211618426,9.755766168784566,0
1.65,PATROL,1.8243209733442605,-0.2452324669712973,0.028175442174671855,9.700578261086807,9.703718432532373,0
1.7,PATROL,1.965172157745544,-0.30717511313731827,-0.226097364312568,9.637529699651672,9.645074145902045,0
1.75,PATROL,1.723163572238817,-0.3701526628230499,-0.010292011801784129,9.689031734068093,9.696105138821489,0
1.8,PATROL,1.838739247363261,-0.179718165965219,0.01665901466762057,9.594033339951457,9.595730919010167,0
1.85,PATROL,1.6045730160886758,-0.24364124473199558,-0.13508515928454895,9.666809573082352,9.670822942161132,0
1.9,PATROL,1.6593801178331342,-0.35270355408635223,-0.016284752540167508,9.658302191297093,9.664753810038032,0
1.95,PATROL,1.8106199286367877,-0.3491781144472615,0.09898483684223681,9.650169900954344,9.656992413314759,0
2.0,PATROL,1.8681218196971754,-0.26462690501699865,-0.030330219278999017,9.659629271869392,9.663300936585612,0
2.05,PATROL,1.8165793746932135,-0.09268504109335354,0.015000464199857007,9.56136499940024,9.561825985789778,0
2.1,PATROL,1.792074677392929,-0.23184928948459213,0.01526892575909794,9.65042731671024,9.653224053560322,0
2.15,PATROL,1.7742370755470742,-0.3128797469433959,0.00961756149247997,9.6999937076521,9.705043233392974,0
2.2,PATROL,1.6517386786670674,-0.1907962216090476,0.06561484685321416,9.716909317630542,9.719003816922962,0
2.25,PATROL,1.7161632956946005,-0.16876419865293196,0.04350613489632896,9.660171703700573,9.66174370822875,0
2.3,PATROL,1.7236200044726488,-0.3361893499607548,0.16453007633572747,9.813679419336625,9.820814486108436,0
2.35,PATROL,1.8505111320724563,-0.09637472749259444,0.11660344635298225,9.702810826204429,9.703990023743353,0
2.4,PATROL,1.7493398164310525,-0.08064723420790808,0.20891417620229052,9.830863948956877,9.833414213400332,0
2.45,PATROL,1.5061509962901434,0.024363200793997522,0.07306601642273738,9.816831676677657,9.81713381677823,0
2.5,PATROL,1.6824083969394794,0.14791648759562756,0.22647041857715658,9.771226361409372,9.77496970551288,0
2.55,PATROL,1.5821433849097961,0.12145851075489641,0.2642199850477416,9.935318638591216,9.939573472773942,0
2.6,PATROL,1.5297287369851158,0.04066137654682728,0.03071245185331431,9.77568527316934,9.775818081485633,0
2.65,PATROL,1.644163139459662,0.003509065471835729,0.2081258304254795,9.920367933319302,9.922551516986982,0
2.7,PATROL,1.6825725305591916,0.32630720278541775,0.2600169182728529,9.942297990197837,9.951048915278715,0
2.75,PATROL,1.681275728445691,0.1516837877942773,0.044650074742013254,9.857930575299273,9.859198589544404,0
2.8,PATROL,1.5254578221225152,0.1722511198352077,0.25136284140551096,9.996229983893162,10.000873342724056,0
2.85,PATROL,1.611622808645892,0.19069830372514704,0.12431962069719288,9.91057419554043,9.913188291182902,0
2.9,PATROL,1.7192087983136148,0.22692876223693212,0.005402450414316855,9.953970806582095,9.956558675962768,0
2.95,PATROL,1.8351936604114631,0.2146579301625895,0.026825366795429587,9.961343368196177,9.963692052968687,0
3.0,PATROL,1.7463577379131052,0.1918711685233695,0.04466615300173787,9.944599952956041,9.94655105224257,0
3.05,PATROL,1.8341713062584826,0.20182309738294074,-0.025206461695053008,10.005991583998892,10.008058528376274,0
3.1,PATROL,1.7991222757808687,0.246886420489788,-0.018702919479279878,10.007313332497374,10.010375759111094,0
3.15,PATROL,1.8427227649435756,0.20603270041636668,-0.16445198739425843,9.85479209086995,9.858317355617626,0
3.2,PATROL,2.089316773361236,0.18854415006799902,-0.10400818453560834,10.035603502181994,10.037913341525854,0
3.25,PATROL,2.180871940093001,0.24627854728914017,-0.254518515989708,9.852908958162134,9.859272170686236,0
3.3,PATROL,2.0659279576362217,0.20580858572283658,-0.1707014837828855,10.007676830130402,10.011248259175865,0
3.35,PATROL,2.1922487549040417,0.33140142046211885,-0.2505139161548568,10.004251497034957,10.012873320860388,0
3.4,PATROL,2.1388087594815173,-0.019449273977493547,-0.24905369866621202,9.860119000603456,9.86328306017519,0
3.45,PATROL,2.0427398584657723,0.25845732463596904,-0.09865021410219257,9.888033208612027,9.891902384678826,0
